gender,birthdate,country_of_birth,current_country,postcode,national_insurance_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,birthmonth_imp,birthyear_gov,birth_group_op,Continent_gov_op,postcode_imp,postcode_gov,hash
F,1956-10-13,Cocos (Keeling) Islands,United Kingdom,N91 2RS,ZZ775923T,0,71.3,1.6,O+,4.6,46.3,secondary,44,1956-10,1956,1955-1980,Asia,N91 ,N,8808832
M,1992-10-29,Suriname,United Kingdom,SM4P 0WT,ZZ400490T,0,74.7,2.0,O+,6.2,457.2,masters,26,1992-10,1992,Over 1980,America,SM4P ,SM,4939875
F,1995-06-23,Syrian Arab Republic,United Kingdom,N1 2QY,ZZ390685T,0,90.0,1.43,O+,4.5,330.4,masters,28,1995-06,1995,Over 1980,Asia,N1 ,N,21723812
M,1963-08-17,Guinea-Bissau,United Kingdom,ZE61 2SR,ZZ009252T,0,40.0,1.81,O-,8.0,194.9,bachelor,17,1963-08,1963,1955-1980,Africa,ZE61 ,ZE,11176694
F,1989-06-07,Argentina,United Kingdom,DG0 3ZW,ZZ364206T,0,83.0,1.56,AB+,6.6,34.4,primary,50,1989-06,1989,Over 1980,America,DG0 ,DG,5701786
M,1994-01-17,Panama,United Kingdom,PH99 1RH,ZZ375838T,0,48.5,1.96,O+,5.0,278.8,secondary,31,1994-01,1994,Over 1980,America,PH99 ,PH,18304951
M,1977-06-18,Brunei Darussalam,United Kingdom,DA67 4TQ,ZZ469681T,0,77.7,1.62,O+,4.2,254.1,masters,23,1977-06,1977,1955-1980,Asia,DA67 ,DA,18297793
F,1994-08-11,Namibia,United Kingdom,G5E 2WH,ZZ172412T,0,88.7,1.97,A-,5.8,346.8,bachelor,48,1994-08,1994,Over 1980,Africa,G5E ,G,6744596
M,1984-05-06,Norfolk Island,United Kingdom,AB5 1HD,ZZ606943T,0,94.7,1.88,A+,5.7,372.9,secondary,23,1984-05,1984,Over 1980,other,AB5 ,AB,18876464
F,1991-03-31,Isle of Man,United Kingdom,EN1 7NL,ZZ060903T,0,83.9,1.4,B+,3.4,304.6,masters,6,1991-03,1991,Over 1980,Europe,EN1 ,EN,6629173
M,1963-01-04,Bolivia,United Kingdom,DD2V 7WZ,ZZ169838T,0,83.0,1.75,AB+,5.0,68.1,bachelor,31,1963-01,1963,1955-1980,America,DD2V ,DD,6951228
F,1983-09-18,Tunisia,United Kingdom,BN0N 1JQ,ZZ058393T,0,96.0,1.48,A+,1.5,122.5,bachelor,31,1983-09,1983,Over 1980,Africa,BN0N ,BN,6308001
M,1983-05-18,Luxembourg,United Kingdom,CA85 6PB,ZZ692577T,0,66.3,1.67,O+,4.7,379.2,secondary,28,1983-05,1983,Over 1980,Europe,CA85 ,CA,8726959
F,1961-12-31,Netherlands,United Kingdom,GU9X 0UB,ZZ207236T,0,65.2,1.77,A+,7.6,39.5,other,24,1961-12,1961,1955-1980,Europe,GU9X ,GU,5411557
M,1992-02-07,Slovakia (Slovak Republic),United Kingdom,TN7Y 7WR,ZZ072731T,0,63.1,1.8,A+,3.1,418.0,bachelor,12,1992-02,1992,Over 1980,Europe,TN7Y ,TN,23356741
M,1997-05-13,Saint Lucia,United Kingdom,NR48 6DQ,ZZ087469T,0,53.7,1.51,AB-,3.1,62.4,secondary,23,1997-05,1997,Over 1980,America,NR48 ,NR,8566671
F,1971-12-07,Swaziland,United Kingdom,FY42 3FZ,ZZ388770T,0,40.9,1.46,O-,4.5,75.3,bachelor,28,1971-12,1971,1955-1980,Africa,FY42 ,FY,12691413
M,1995-12-01,Belarus,United Kingdom,M2S 4ZY,ZZ442438T,0,57.1,1.54,B-,2.9,111.1,phD,9,1995-12,1995,Over 1980,Europe,M2S ,M,7519078
M,1971-11-01,Estonia,United Kingdom,BS7M 0QR,ZZ785644T,0,52.8,1.53,O+,3.3,56.3,secondary,8,1971-11,1971,1955-1980,Europe,BS7M ,BS,4410456
M,1981-06-13,Tajikistan,United Kingdom,HX8E 0RY,ZZ123447T,0,59.0,1.78,B-,1.4,324.5,phD,6,1981-06,1981,1955-1980,Asia,HX8E ,HX,6260793
F,1978-08-28,Syrian Arab Republic,United Kingdom,W4 6SB,ZZ061735T,0,91.3,1.46,A+,6.9,11.0,bachelor,43,1978-08,1978,1955-1980,Asia,W4 ,W,16970560
M,1970-01-12,Liechtenstein,United Kingdom,B8 1QB,ZZ781934T,0,53.1,1.4,A+,9.8,433.6,secondary,48,1970-01,1970,1955-1980,Europe,B8 ,B,8142456
M,1959-07-17,Bahamas,United Kingdom,BH08 2XD,ZZ788830T,0,44.9,1.94,AB+,3.3,351.7,secondary,7,1959-07,1959,1955-1980,America,BH08 ,BH,19428417
M,1962-05-26,Papua New Guinea,United Kingdom,OX7W 3DL,ZZ676244T,0,43.0,1.89,B+,2.3,296.4,masters,18,1962-05,1962,1955-1980,other,OX7W ,OX,10277902
F,1982-11-19,Gibraltar,United Kingdom,SE70 9LH,ZZ984481T,0,97.7,1.86,A+,0.2,328.8,secondary,8,1982-11,1982,Over 1980,Europe,SE70 ,SE,13993403
F,1985-02-16,Kiribati,United Kingdom,WV1 8WX,ZZ960526T,1,52.5,1.58,A+,4.6,432.9,bachelor,43,1985-02,1985,Over 1980,other,WV1 ,WV,9949675
M,1969-08-21,Belarus,United Kingdom,G5J 6EU,ZZ269052T,0,94.7,1.57,O+,4.0,145.1,other,19,1969-08,1969,1955-1980,Europe,G5J ,G,22919174
M,1967-11-28,Rwanda,United Kingdom,DH35 9QX,ZZ846447T,0,64.1,1.85,O-,8.2,465.5,secondary,37,1967-11,1967,1955-1980,Africa,DH35 ,DH,6791314
M,1968-07-12,Palau,United Kingdom,B5H 5XP,ZZ990037T,0,58.8,1.82,A+,8.6,395.4,secondary,18,1968-07,1968,1955-1980,other,B5H ,B,15858869
F,1963-01-31,Dominica,United Kingdom,W61 0DF,ZZ167625T,0,56.6,1.61,O+,0.4,36.9,bachelor,21,1963-01,1963,1955-1980,America,W61 ,W,21784879
F,1967-10-06,Hungary,United Kingdom,S8 1LQ,ZZ965107T,0,94.1,1.86,A+,7.8,484.8,other,37,1967-10,1967,1955-1980,Europe,S8 ,S,6123644
M,1973-01-30,Suriname,United Kingdom,N3C 1XR,ZZ182817T,0,53.5,1.98,O+,6.1,347.5,secondary,20,1973-01,1973,1955-1980,America,N3C ,N,2083179
F,1959-08-01,Congo,United Kingdom,DY7Y 0RE,ZZ396311T,0,37.7,1.64,O+,6.5,481.1,secondary,46,1959-08,1959,1955-1980,Africa,DY7Y ,DY,21632070
M,1957-11-19,Iceland,United Kingdom,BS7N 9GL,ZZ654598T,0,62.9,1.47,A+,7.4,11.5,secondary,3,1957-11,1957,1955-1980,Europe,BS7N ,BS,11968865
F,1971-01-20,French Guiana,United Kingdom,B6 4AR,ZZ019040T,0,46.0,1.86,AB+,9.3,460.8,primary,30,1971-01,1971,1955-1980,America,B6 ,B,11140484
M,1962-01-28,Montenegro,United Kingdom,B11 3TQ,ZZ559066T,0,55.7,1.49,B+,5.0,494.9,primary,16,1962-01,1962,1955-1980,Europe,B11 ,B,23856084
F,1983-08-04,Indonesia,United Kingdom,B6U 3AS,ZZ213565T,0,88.7,1.8,O+,4.9,102.4,masters,29,1983-08,1983,Over 1980,Asia,B6U ,B,24177117
M,1996-02-14,Moldova,United Kingdom,G9 5PW,ZZ967251T,0,97.3,1.61,A+,0.8,332.2,other,9,1996-02,1996,Over 1980,Europe,G9 ,G,9042376
M,1962-04-20,Holy See (Vatican City State),United Kingdom,CR7 4DX,ZZ929118T,0,37.2,1.8,O+,3.4,437.9,secondary,13,1962-04,1962,1955-1980,other,CR7 ,CR,22351710
F,1995-02-18,Sweden,United Kingdom,W4D 4HQ,ZZ675409T,0,74.5,1.42,A+,0.6,452.5,secondary,43,1995-02,1995,Over 1980,Europe,W4D ,W,15050416
M,1961-09-10,Tonga,United Kingdom,L4 0LA,ZZ144566T,0,58.7,1.56,A+,2.8,235.7,masters,24,1961-09,1961,1955-1980,other,L4 ,L,22592064
F,1988-12-04,Bosnia and Herzegovina,United Kingdom,M7 2RZ,ZZ963228T,0,36.6,1.65,O+,2.3,349.3,secondary,3,1988-12,1988,Over 1980,Europe,M7 ,M,14190413
F,1996-07-18,Armenia,United Kingdom,NW7W 4SA,ZZ134830T,0,40.4,1.69,A+,8.8,142.5,other,28,1996-07,1996,Over 1980,Asia,NW7W ,NW,7980859
M,1981-06-11,Papua New Guinea,United Kingdom,B4 5UJ,ZZ453227T,0,80.3,1.65,O+,7.8,425.8,masters,10,1981-06,1981,1955-1980,other,B4 ,B,4739079
F,1998-08-12,Belarus,United Kingdom,S37 5ES,ZZ991753T,0,48.0,1.77,A+,6.0,154.0,secondary,17,1998-08,1998,Over 1980,Europe,S37 ,S,4870453
M,2002-06-16,Cayman Islands,United Kingdom,G5G 2BP,ZZ334708T,0,97.6,1.77,A+,9.6,194.6,bachelor,32,2002-06,2002,Over 1980,America,G5G ,G,23353950
F,1983-08-23,Anguilla,United Kingdom,W5T 7DL,ZZ631151T,0,44.6,1.45,O+,9.0,246.5,bachelor,5,1983-08,1983,Over 1980,America,W5T ,W,7352223
M,1976-12-09,French Polynesia,United Kingdom,M56 6JH,ZZ752042T,0,74.1,1.52,A+,3.0,338.6,bachelor,18,1976-12,1976,1955-1980,other,M56 ,M,14571466
F,2001-03-20,Isle of Man,United Kingdom,L9 2RG,ZZ698020T,0,51.9,1.74,B+,4.5,77.9,secondary,14,2001-03,2001,Over 1980,Europe,L9 ,L,18269415
M,1961-07-27,Angola,United Kingdom,BA5Y 8PJ,ZZ817778T,0,95.9,1.86,A-,5.9,373.2,secondary,19,1961-07,1961,1955-1980,Africa,BA5Y ,BA,12001450
M,1992-04-12,Mayotte,United Kingdom,PL67 0PA,ZZ937919T,0,89.5,1.59,O+,6.1,392.0,secondary,38,1992-04,1992,Over 1980,Africa,PL67 ,PL,9964608
M,1968-03-25,Jersey,United Kingdom,CT6R 1RN,ZZ432692T,0,70.8,1.67,A+,8.9,191.4,primary,20,1968-03,1968,1955-1980,Europe,CT6R ,CT,1944537
M,1981-03-18,Panama,United Kingdom,NP1R 7AG,ZZ273726T,0,86.9,1.52,O+,2.5,171.0,secondary,5,1981-03,1981,1955-1980,America,NP1R ,NP,10673475
F,1994-12-12,Australia,United Kingdom,SA4 1TS,ZZ632510T,0,67.0,1.91,O+,6.6,489.1,masters,15,1994-12,1994,Over 1980,other,SA4 ,SA,4434515
F,1975-01-02,Albania,United Kingdom,S8 9DE,ZZ169990T,0,61.0,1.45,A+,8.0,124.2,other,35,1975-01,1975,1955-1980,Europe,S8 ,S,20286809
M,1959-01-09,Yemen,United Kingdom,G43 3JT,ZZ108221T,0,74.7,1.98,A+,2.7,354.8,secondary,44,1959-01,1959,1955-1980,Asia,G43 ,G,22096456
M,1976-10-07,Burkina Faso,United Kingdom,NG8 8ZU,ZZ485619T,0,38.1,1.76,O+,2.7,458.8,masters,5,1976-10,1976,1955-1980,Africa,NG8 ,NG,2901957
F,1983-01-17,Cocos (Keeling) Islands,United Kingdom,M8 7HS,ZZ034941T,0,48.2,1.6,B+,0.5,74.9,secondary,20,1983-01,1983,Over 1980,Asia,M8 ,M,17103859
F,1967-11-22,Japan,United Kingdom,N56 5DY,ZZ595271T,0,45.6,1.85,O+,8.9,484.4,secondary,6,1967-11,1967,1955-1980,Asia,N56 ,N,1286818
F,2001-02-09,Palau,United Kingdom,W6 9NP,ZZ132960T,0,47.6,1.93,O-,3.2,421.1,phD,31,2001-02,2001,Over 1980,other,W6 ,W,10050110
F,1957-09-12,Holy See (Vatican City State),United Kingdom,S39 9EL,ZZ064562T,0,54.6,1.77,A+,1.8,206.5,bachelor,32,1957-09,1957,1955-1980,other,S39 ,S,4166239
F,1962-04-19,Nicaragua,United Kingdom,W2 9GQ,ZZ043218T,0,44.2,1.5,A+,1.9,299.0,masters,45,1962-04,1962,1955-1980,America,W2 ,W,7782154
M,1977-11-16,Brazil,United Kingdom,N4K 3LH,ZZ808708T,0,87.6,1.59,O+,1.7,238.3,secondary,24,1977-11,1977,1955-1980,America,N4K ,N,17080371
M,1983-05-18,Cayman Islands,United Kingdom,CW17 7RZ,ZZ079119T,0,50.8,1.48,A+,2.4,367.1,bachelor,30,1983-05,1983,Over 1980,America,CW17 ,CW,6705834
M,1964-03-16,Holy See (Vatican City State),United Kingdom,L1 7AU,ZZ829026T,0,40.2,1.41,A+,2.4,297.3,other,37,1964-03,1964,1955-1980,other,L1 ,L,2066514
F,1961-05-07,United States of America,United Kingdom,CH5 5JY,ZZ887192T,1,76.2,1.75,O+,8.7,194.0,masters,33,1961-05,1961,1955-1980,America,CH5 ,CH,7101251
M,1979-07-15,Burkina Faso,United Kingdom,EH4 4PZ,ZZ742430T,0,48.6,1.82,O+,2.7,217.2,bachelor,8,1979-07,1979,1955-1980,Africa,EH4 ,EH,12496891
M,1972-03-19,Iceland,United Kingdom,WD1 2XF,ZZ766638T,0,70.3,1.71,A-,7.6,33.6,primary,22,1972-03,1972,1955-1980,Europe,WD1 ,WD,19217677
F,1987-12-14,Indonesia,United Kingdom,NG0 4PU,ZZ992091T,0,46.2,1.96,A+,3.7,364.5,secondary,13,1987-12,1987,Over 1980,Asia,NG0 ,NG,183788
M,1960-03-24,Slovakia (Slovak Republic),United Kingdom,B1W 2JH,ZZ411371T,0,94.2,1.42,A+,9.6,296.4,bachelor,41,1960-03,1960,1955-1980,Europe,B1W ,B,23444822
M,1999-09-15,Netherlands,United Kingdom,BS4V 9NT,ZZ636316T,0,97.9,1.9,O+,1.6,238.3,other,47,1999-09,1999,Over 1980,Europe,BS4V ,BS,4451640
M,1998-05-09,Qatar,United Kingdom,G69 5EU,ZZ167901T,0,35.4,1.99,A-,9.7,183.9,secondary,17,1998-05,1998,Over 1980,Asia,G69 ,G,18192951
F,1986-11-15,Solomon Islands,United Kingdom,TS2P 3ER,ZZ327599T,0,91.2,1.75,AB+,9.9,92.6,other,4,1986-11,1986,Over 1980,other,TS2P ,TS,6233738
M,1990-09-09,Sudan,United Kingdom,ST1 0JW,ZZ619181T,0,97.6,1.49,B+,4.9,430.1,bachelor,39,1990-09,1990,Over 1980,Africa,ST1 ,ST,18703740
M,1962-07-18,Guatemala,United Kingdom,L8 8LY,ZZ326714T,0,82.8,1.84,A+,1.0,181.8,secondary,20,1962-07,1962,1955-1980,America,L8 ,L,18996220
M,1965-10-14,Uruguay,United Kingdom,L3H 9HH,ZZ648834T,0,71.9,1.82,O+,4.4,1.0,secondary,41,1965-10,1965,1955-1980,America,L3H ,L,2429897
F,1961-05-01,Nigeria,United Kingdom,B7 3ZX,ZZ360373T,0,54.1,1.95,A+,6.5,140.2,secondary,26,1961-05,1961,1955-1980,Africa,B7 ,B,24061652
F,1989-08-10,Turkmenistan,United Kingdom,CO41 5BL,ZZ918568T,0,48.6,1.81,O+,3.2,279.6,bachelor,10,1989-08,1989,Over 1980,Asia,CO41 ,CO,13252557
F,1970-05-30,South Africa,United Kingdom,L9F 7PL,ZZ716843T,0,98.7,1.51,B+,1.7,5.1,secondary,21,1970-05,1970,1955-1980,Africa,L9F ,L,139386
M,1959-02-27,Kenya,United Kingdom,BA2 1QS,ZZ316954T,0,76.3,1.66,AB+,6.1,161.3,bachelor,26,1959-02,1959,1955-1980,Africa,BA2 ,BA,17413203
F,1957-08-05,Western Sahara,United Kingdom,HR5P 5YJ,ZZ442035T,0,58.9,1.74,A+,6.3,496.2,masters,20,1957-08,1957,1955-1980,other,HR5P ,HR,23375151
M,1966-05-21,Hungary,United Kingdom,UB9M 1GH,ZZ569284T,1,60.3,1.58,A+,4.9,478.4,other,16,1966-05,1966,1955-1980,Europe,UB9M ,UB,7524542
M,1983-06-09,Antigua and Barbuda,United Kingdom,EC2B 6FL,ZZ873443T,0,35.5,1.5,O-,0.3,50.5,secondary,37,1983-06,1983,Over 1980,America,EC2B ,EC,3382184
M,1992-06-28,French Polynesia,United Kingdom,B2 1DH,ZZ697060T,0,54.9,1.92,A+,5.6,500.0,bachelor,18,1992-06,1992,Over 1980,other,B2 ,B,24042411
F,1956-10-29,Equatorial Guinea,United Kingdom,M9W 9JZ,ZZ354037T,1,59.3,1.82,A+,9.0,48.1,secondary,28,1956-10,1956,1955-1980,Africa,M9W ,M,6863540
M,2003-02-15,Morocco,United Kingdom,BT6 8SJ,ZZ223213T,0,71.0,1.83,A+,5.5,406.1,masters,36,2003-02,2003,Over 1980,Africa,BT6 ,BT,10725302
F,1977-12-22,Slovakia (Slovak Republic),United Kingdom,G0S 9JG,ZZ649667T,0,40.6,1.68,O+,6.1,470.8,secondary,7,1977-12,1977,1955-1980,Europe,G0S ,G,16001836
F,1998-03-12,Namibia,United Kingdom,W06 2JA,ZZ785589T,0,85.8,1.55,O+,8.1,394.0,secondary,49,1998-03,1998,Over 1980,Africa,W06 ,W,19277771
M,1978-06-14,Bermuda,United Kingdom,S7T 2UF,ZZ647085T,0,54.7,1.85,B+,4.2,10.2,secondary,43,1978-06,1978,1955-1980,America,S7T ,S,6717801
F,2002-05-24,Algeria,United Kingdom,ZE4R 9UN,ZZ712210T,0,36.5,1.42,A+,4.7,454.9,secondary,16,2002-05,2002,Over 1980,Africa,ZE4R ,ZE,13106050
F,1992-01-04,Malawi,United Kingdom,JE2Y 1ZS,ZZ349017T,0,83.0,1.91,A+,1.3,272.0,bachelor,48,1992-01,1992,Over 1980,Africa,JE2Y ,JE,1502689
M,1964-02-15,Marshall Islands,United Kingdom,B34 1FQ,ZZ009144T,0,68.5,1.81,O+,7.2,190.2,phD,11,1964-02,1964,1955-1980,other,B34 ,B,23112281
M,1970-04-02,Mexico,United Kingdom,WV4E 4ZB,ZZ326448T,0,56.8,1.8,A+,1.9,150.4,phD,24,1970-04,1970,1955-1980,America,WV4E ,WV,3031392
M,1962-05-03,Japan,United Kingdom,EC11 2FX,ZZ748095T,0,35.2,1.85,A+,6.0,12.6,masters,11,1962-05,1962,1955-1980,Asia,EC11 ,EC,15647131
M,1986-07-12,Spain,United Kingdom,DG26 3HN,ZZ068715T,0,94.8,1.56,B+,4.1,147.1,other,40,1986-07,1986,Over 1980,Europe,DG26 ,DG,491355
F,1999-02-17,Martinique,United Kingdom,IV1 3TB,ZZ849924T,0,88.6,1.68,B+,4.9,118.5,other,14,1999-02,1999,Over 1980,America,IV1 ,IV,16482053
M,1978-03-28,Bhutan,United Kingdom,EN46 9AU,ZZ644849T,0,88.1,1.86,B+,0.1,487.9,secondary,43,1978-03,1978,1955-1980,Asia,EN46 ,EN,2769245
F,1963-01-14,Korea,United Kingdom,G55 7UH,ZZ293627T,0,85.3,1.6,A+,3.8,101.5,bachelor,42,1963-01,1963,1955-1980,Asia,G55 ,G,15692118
F,1995-08-05,Anguilla,United Kingdom,NR8 1YA,ZZ395028T,0,37.4,1.75,B+,2.0,184.0,secondary,32,1995-08,1995,Over 1980,America,NR8 ,NR,22577733
M,2000-08-22,Guinea-Bissau,United Kingdom,NW36 5QS,ZZ327874T,1,38.0,1.79,O-,2.4,106.9,masters,25,2000-08,2000,Over 1980,Africa,NW36 ,NW,5448331
F,1986-11-21,Burkina Faso,United Kingdom,G1 6HW,ZZ151092T,0,95.0,1.41,A+,6.8,208.2,masters,23,1986-11,1986,Over 1980,Africa,G1 ,G,2483511
F,1997-10-04,Sao Tome and Principe,United Kingdom,KA8 9PW,ZZ267124T,0,42.8,1.83,O+,1.2,281.0,secondary,24,1997-10,1997,Over 1980,Africa,KA8 ,KA,23280999
M,1998-03-10,Algeria,United Kingdom,L5D 4DP,ZZ991118T,0,45.3,1.45,A+,8.5,12.3,secondary,40,1998-03,1998,Over 1980,Africa,L5D ,L,454854
M,1997-12-10,Spain,United Kingdom,S9G 7BD,ZZ107951T,0,82.3,1.79,O+,1.7,397.3,secondary,8,1997-12,1997,Over 1980,Europe,S9G ,S,787324
F,1989-09-02,Serbia,United Kingdom,G33 2HD,ZZ271847T,0,55.3,1.57,A+,3.4,348.2,secondary,18,1989-09,1989,Over 1980,Europe,G33 ,G,12232474
F,1971-05-25,Western Sahara,United Kingdom,DA72 5QS,ZZ143287T,0,74.8,1.46,O+,6.3,157.0,masters,40,1971-05,1971,1955-1980,other,DA72 ,DA,17459681
F,1971-07-01,Cook Islands,United Kingdom,TR71 9RN,ZZ849987T,0,80.3,1.94,A+,9.6,385.7,secondary,32,1971-07,1971,1955-1980,other,TR71 ,TR,3040799
M,1996-10-27,Ghana,United Kingdom,W2 2BW,ZZ821962T,0,88.6,1.8,O+,1.4,188.7,phD,10,1996-10,1996,Over 1980,Africa,W2 ,W,13085083
M,1991-07-12,Sweden,United Kingdom,EH2H 4AZ,ZZ345972T,0,51.3,1.87,O+,0.2,8.6,bachelor,32,1991-07,1991,Over 1980,Europe,EH2H ,EH,13725879
M,1959-10-18,Falkland Islands (Malvinas),United Kingdom,SN66 6ZQ,ZZ645515T,0,50.6,1.6,A-,1.2,481.5,other,23,1959-10,1959,1955-1980,America,SN66 ,SN,5561482
M,1970-09-23,Spain,United Kingdom,W3 6GA,ZZ809017T,1,88.2,1.83,B+,4.1,389.7,secondary,34,1970-09,1970,1955-1980,Europe,W3 ,W,9363606
F,1990-06-20,Ethiopia,United Kingdom,ML11 6QW,ZZ301767T,0,41.1,1.63,A+,2.4,100.4,secondary,3,1990-06,1990,Over 1980,Africa,ML11 ,ML,20147171
F,1966-05-10,French Polynesia,United Kingdom,CW02 1ZP,ZZ795822T,0,38.4,1.81,A+,1.1,415.2,secondary,7,1966-05,1966,1955-1980,other,CW02 ,CW,10112649
M,1994-11-12,Macao,United Kingdom,M32 4EU,ZZ995893T,0,77.6,1.4,A+,7.0,76.1,bachelor,12,1994-11,1994,Over 1980,Asia,M32 ,M,13209714
M,1982-06-26,Trinidad and Tobago,United Kingdom,N86 6SP,ZZ344520T,0,54.7,1.81,B+,1.0,180.3,masters,49,1982-06,1982,Over 1980,America,N86 ,N,14840613
F,1967-09-21,Guyana,United Kingdom,EH3R 6BP,ZZ805140T,0,57.5,1.9,O+,7.8,388.9,secondary,18,1967-09,1967,1955-1980,America,EH3R ,EH,825945
M,1993-03-17,Sri Lanka,United Kingdom,CA3E 3AZ,ZZ192442T,0,93.4,1.65,A+,4.0,268.0,other,16,1993-03,1993,Over 1980,Asia,CA3E ,CA,9955296
M,1981-10-16,Estonia,United Kingdom,M1H 5HX,ZZ506068T,0,67.8,1.52,A+,4.9,389.7,masters,49,1981-10,1981,1955-1980,Europe,M1H ,M,8862347
M,1970-05-18,Wallis and Futuna,United Kingdom,PR34 7RY,ZZ500194T,0,35.1,1.9,O+,7.7,235.3,other,3,1970-05,1970,1955-1980,other,PR34 ,PR,7911365
M,1998-05-02,Turkmenistan,United Kingdom,N57 7XS,ZZ754239T,0,40.5,1.45,O+,2.2,313.3,other,42,1998-05,1998,Over 1980,Asia,N57 ,N,11815338
M,1972-02-20,Korea,United Kingdom,KA1V 8QL,ZZ852653T,0,96.8,2.0,A-,4.6,72.7,bachelor,22,1972-02,1972,1955-1980,Asia,KA1V ,KA,19482067
F,1963-10-01,Mozambique,United Kingdom,CH66 6DS,ZZ962536T,0,37.8,1.6,O+,6.9,316.3,bachelor,31,1963-10,1963,1955-1980,Africa,CH66 ,CH,12033571
F,1984-05-28,Peru,United Kingdom,W54 9XJ,ZZ216272T,0,69.7,1.85,A-,4.8,200.7,secondary,17,1984-05,1984,Over 1980,America,W54 ,W,23128730
M,1975-10-12,Guatemala,United Kingdom,OX36 6FZ,ZZ961237T,0,60.4,1.46,A+,2.5,113.7,secondary,9,1975-10,1975,1955-1980,America,OX36 ,OX,18296014
F,1963-09-15,Tonga,United Kingdom,S9E 4XR,ZZ048098T,0,43.0,1.76,A+,0.6,81.6,secondary,35,1963-09,1963,1955-1980,other,S9E ,S,18594187
F,1958-11-11,Singapore,United Kingdom,S54 3ZW,ZZ139526T,0,86.6,1.6,O+,0.3,196.9,primary,41,1958-11,1958,1955-1980,Asia,S54 ,S,17014435
M,1992-09-03,French Guiana,United Kingdom,TF70 2SG,ZZ036680T,0,53.0,1.48,O-,6.0,445.3,secondary,42,1992-09,1992,Over 1980,America,TF70 ,TF,18821190
F,1960-05-01,Somalia,United Kingdom,DE6 0TU,ZZ089525T,0,93.8,1.6,A+,10.0,476.2,secondary,42,1960-05,1960,1955-1980,Africa,DE6 ,DE,10359840
M,1983-07-23,Ghana,United Kingdom,NR7E 2RE,ZZ930501T,1,90.2,1.94,O+,2.9,98.8,secondary,34,1983-07,1983,Over 1980,Africa,NR7E ,NR,16677376
F,1996-05-25,Vietnam,United Kingdom,WN9 6ES,ZZ814286T,0,69.8,1.66,A+,5.5,138.0,secondary,12,1996-05,1996,Over 1980,Asia,WN9 ,WN,6535058
F,1990-06-17,Poland,United Kingdom,G51 3UP,ZZ747470T,0,74.7,1.47,O+,2.7,478.3,secondary,31,1990-06,1990,Over 1980,Europe,G51 ,G,20939554
M,1980-11-09,Dominican Republic,United Kingdom,HS95 7TG,ZZ345654T,0,87.3,1.55,O-,0.4,376.3,secondary,42,1980-11,1980,1955-1980,America,HS95 ,HS,10185986
M,2003-02-10,Timor-Leste,United Kingdom,G21 8PS,ZZ555774T,0,49.7,2.0,A+,1.6,402.9,primary,5,2003-02,2003,Over 1980,other,G21 ,G,955947
M,2000-07-26,Yemen,United Kingdom,S42 3FZ,ZZ698801T,0,99.7,1.81,B-,8.1,331.2,secondary,13,2000-07,2000,Over 1980,Asia,S42 ,S,17652623
F,1958-10-17,Holy See (Vatican City State),United Kingdom,N1 0HF,ZZ614982T,0,64.1,1.63,A+,7.0,270.0,bachelor,15,1958-10,1958,1955-1980,other,N1 ,N,98148
M,2002-07-28,Jordan,United Kingdom,UB8A 3RG,ZZ600964T,0,62.3,1.79,O-,6.6,262.6,secondary,7,2002-07,2002,Over 1980,Asia,UB8A ,UB,17041539
M,1984-05-29,Saint Kitts and Nevis,United Kingdom,WS1B 5DB,ZZ824273T,0,72.8,1.84,O-,3.0,198.5,secondary,44,1984-05,1984,Over 1980,America,WS1B ,WS,21954052
F,1989-10-09,Bouvet Island (Bouvetoya),United Kingdom,NE2 7SH,ZZ797602T,0,38.7,1.73,A+,1.2,390.8,secondary,26,1989-10,1989,Over 1980,other,NE2 ,NE,16134293
F,1994-04-11,Gambia,United Kingdom,E7 0DX,ZZ329052T,0,67.0,1.43,A+,8.8,207.8,other,26,1994-04,1994,Over 1980,Africa,E7 ,E,18315931
M,1978-09-24,Pitcairn Islands,United Kingdom,LN00 8QS,ZZ213837T,0,40.3,1.59,O+,7.6,270.4,masters,10,1978-09,1978,1955-1980,other,LN00 ,LN,19262528
F,1969-05-06,Togo,United Kingdom,N4C 6AW,ZZ300619T,0,49.2,1.54,O+,8.1,124.0,secondary,32,1969-05,1969,1955-1980,Africa,N4C ,N,16800403
M,1958-09-17,Sierra Leone,United Kingdom,SG3 5PG,ZZ929536T,0,67.3,1.86,O+,8.6,305.8,bachelor,24,1958-09,1958,1955-1980,Africa,SG3 ,SG,19744329
M,1995-05-28,Madagascar,United Kingdom,L43 9AU,ZZ464666T,0,39.1,1.66,O+,6.0,337.8,secondary,15,1995-05,1995,Over 1980,Africa,L43 ,L,8281593
M,1997-12-21,Korea,United Kingdom,NW6 1UD,ZZ722545T,0,53.2,1.74,A+,1.2,173.8,secondary,18,1997-12,1997,Over 1980,Asia,NW6 ,NW,11835264
F,1963-05-13,Saint Helena,United Kingdom,G7 0ZF,ZZ219449T,0,85.0,1.45,A+,6.7,301.5,secondary,23,1963-05,1963,1955-1980,Africa,G7 ,G,22178124
